1, 27
2, 35
3, 28
4, 28
5, 30
6, 31
7, 31
8, 23
9, 24
10, 33
11, 21
12, 19
13, 23
14, 19
15, 28
16, 28
17, 25
18, 28
19, 20
20, 23
21, 15
22, 35
23, 55
24, 105
25, 225
26, 331
27, 460
28, 548
29, 646
30, 755
31, 877
32, 858
33, 938
34, 969
35, 986
36, 1075
37, 1089
38, 1066
39, 1120
40, 1204
41, 1259
42, 1252
43, 1268
44, 1384
45, 1329
46, 1401
47, 1396
48, 1506
49, 1476
50, 1525
51, 1554
52, 1523
53, 1684
54, 1678
55, 1604
56, 1578
57, 1640
58, 1700
59, 1735
60, 1721
61, 1655
62, 1757
63, 1798
64, 1771
65, 1884
66, 1749
67, 1944
68, 1868
69, 1958
70, 1888
71, 1945
72, 2013
73, 2084
74, 2004
75, 2112
76, 2048
77, 2249
78, 2195
79, 2336
80, 2366
81, 2369
82, 2479
83, 2606
84, 2566
85, 2665
86, 2763
87, 2848
88, 2998
89, 3026
90, 3163
91, 3291
92, 3227
93, 3444
94, 3487
95, 3463
96, 3599
97, 3694
98, 3511
99, 3583
100, 3674
101, 3674
102, 3510
103, 3628
104, 3533
105, 3506
106, 3324
107, 3344
108, 3207
109, 3184
110, 3163
111, 3001
112, 2927
113, 2868
114, 2844
115, 2760
116, 2690
117, 2601
118, 2667
119, 2540
120, 2659
121, 2505
122, 2553
123, 2521
124, 2636
125, 2631
126, 2602
127, 2524
128, 2626
129, 2674
130, 2680
131, 2815
132, 2765
133, 2904
134, 2914
135, 2926
136, 3077
137, 3094
138, 3102
139, 3376
140, 3377
141, 3485
142, 3580
143, 3663
144, 3711
145, 3765
146, 3908
147, 4042
148, 4165
149, 4272
150, 4351
151, 4500
152, 4656
153, 4653
154, 4834
155, 4937
156, 5116
157, 5116
158, 5268
159, 5453
160, 5654
161, 5916
162, 5922
163, 6356
164, 6426
165, 6841
166, 7020
167, 7201
168, 7565
169, 7870
170, 7964
171, 8413
172, 8763
173, 9006
174, 9500
175, 9772
176, 10158
177, 10390
178, 11094
179, 11143
180, 11663
181, 11942
182, 12545
183, 13081
184, 13207
185, 13513
186, 13581
187, 14031
188, 14101
189, 14240
190, 14070
191, 14454
192, 14204
193, 14415
194, 13934
195, 13811
196, 13615
197, 13298
198, 13325
199, 12687
200, 12584
201, 12176
202, 11866
203, 11368
204, 11062
205, 10771
206, 10362
207, 10189
208, 9722
209, 9332
210, 9327
211, 9011
212, 8725
213, 8420
214, 8054
215, 8048
216, 7893
217, 7931
218, 7652
219, 7590
220, 7490
221, 7627
222, 7266
223, 7232
224, 7477
225, 7411
226, 7626
227, 7231
228, 7239
229, 7265
230, 7290
231, 7383
232, 7399
233, 7608
234, 7618
235, 7708
236, 7785
237, 7688
238, 7785
239, 7935
240, 8166
241, 8105
242, 8255
243, 8493
244, 8603
245, 8804
246, 8998
247, 9229
248, 9533
249, 9685
250, 10140
251, 10534
252, 10497
253, 10976
254, 11495
255, 11797
256, 11994
257, 12699
258, 12967
259, 13304
260, 13778
261, 13891
262, 14383
263, 14944
264, 15009
265, 15408
266, 15697
267, 16127
268, 16363
269, 16700
270, 16951
271, 17143
272, 17180
273, 17247
274, 17173
275, 17398
276, 16868
277, 16571
278, 16444
279, 16148
280, 16099
281, 15651
282, 15517
283, 15002
284, 14332
285, 13863
286, 13493
287, 12930
288, 12495
289, 11952
290, 11495
291, 10966
292, 10288
293, 9852
294, 9395
295, 9042
296, 8594
297, 8161
298, 7759
299, 7519
300, 7220
301, 6823
302, 6563
303, 6364
304, 6024
305, 5777
306, 5544
307, 5395
308, 5194
309, 5166
310, 5169
311, 4955
312, 4837
313, 4922
314, 4733
315, 4589
316, 4650
317, 4595
318, 4556
319, 4597
320, 4489
321, 4575
322, 4369
323, 4465
324, 4308
325, 4285
326, 4371
327, 4269
328, 4367
329, 4264
330, 4288
331, 4343
332, 4283
333, 4045
334, 4181
335, 4087
336, 3959
337, 3993
338, 4018
339, 3937
340, 3888
341, 3934
342, 3562
343, 3724
344, 3566
345, 3512
346, 3604
347, 3545
348, 3439
349, 3521
350, 3345
351, 3330
352, 3220
353, 3225
354, 3204
355, 3163
356, 3132
357, 3078
358, 3012
359, 3021
360, 2997
361, 2998
362, 2970
363, 2959
364, 2846
365, 2851
366, 2869
367, 2901
368, 2850
369, 2735
370, 2758
371, 2716
372, 2732
373, 2838
374, 2698
375, 2741
376, 2704
377, 2756
378, 2752
379, 2804
380, 2709
381, 2685
382, 2781
383, 2697
384, 2723
385, 2732
386, 2746
387, 2712
388, 2743
389, 2807
390, 2671
391, 2759
392, 2691
393, 2652
394, 2703
395, 2634
396, 2754
397, 2694
398, 2800
399, 2776
400, 2778
401, 2732
402, 2707
403, 2863
404, 2689
405, 2721
406, 2735
407, 2789
408, 2696
409, 2799
410, 2724
411, 2836
412, 2708
413, 2599
414, 2750
415, 2667
416, 2653
417, 2713
418, 2672
419, 2668
420, 2616
421, 2619
422, 2612
423, 2532
424, 2529
425, 2579
426, 2509
427, 2479
428, 2487
429, 2493
430, 2465
431, 2468
432, 2440
433, 2304
434, 2344
435, 2313
436, 2325
437, 2367
438, 2279
439, 2287
440, 2216
441, 2234
442, 2286
443, 2279
444, 2094
445, 2168
446, 2190
447, 2147
448, 2169
449, 2233
450, 2201
451, 2195
452, 2110
453, 2128
454, 2169
455, 2145
456, 2177
457, 2101
458, 2192
459, 2065
460, 2055
461, 2058
462, 2082
463, 2062
464, 2054
465, 2123
466, 2108
467, 2005
468, 2110
469, 2129
470, 2058
471, 2028
472, 2086
473, 2119
474, 2087
475, 2054
476, 2037
477, 2080
478, 2022
479, 2041
480, 2102
481, 2028
482, 2157
483, 2105
484, 2072
485, 2152
486, 2089
487, 2128
488, 2096
489, 2234
490, 2180
491, 2111
492, 2224
493, 2304
494, 2233
495, 2372
496, 2314
497, 2304
498, 2402
499, 2384
500, 2438
501, 2445
502, 2493
503, 2611
504, 2638
505, 2657
506, 2563
507, 2769
508, 2779
509, 2824
510, 2753
511, 2840
512, 2938
513, 2971
514, 2894
515, 2903
516, 2937
517, 3174
518, 3031
519, 3153
520, 3080
521, 2958
522, 3205
523, 3156
524, 3130
525, 3118
526, 3135
527, 3079
528, 3012
529, 3094
530, 3038
531, 3107
532, 3049
533, 2968
534, 3026
535, 2939
536, 2935
537, 2882
538, 2830
539, 2751
540, 2802
541, 2650
542, 2556
543, 2609
544, 2590
545, 2466
546, 2466
547, 2342
548, 2294
549, 2282
550, 2220
551, 2118
552, 2191
553, 2044
554, 2053
555, 2082
556, 1985
557, 1883
558, 1824
559, 1955
560, 1730
561, 1802
562, 1737
563, 1722
564, 1652
565, 1678
566, 1652
567, 1565
568, 1584
569, 1489
570, 1478
571, 1465
572, 1407
573, 1462
574, 1411
575, 1401
576, 1353
577, 1357
578, 1334
579, 1320
580, 1342
581, 1280
582, 1285
583, 1215
584, 1208
585, 1323
586, 1224
587, 1244
588, 1211
589, 1165
590, 1220
591, 1173
592, 1136
593, 1169
594, 1078
595, 1154
596, 1130
597, 1107
598, 1133
599, 1077
600, 1076
601, 1060
602, 1076
603, 1031
604, 1047
605, 1040
606, 1061
607, 1092
608, 1035
609, 1027
610, 1016
611, 1033
612, 989
613, 988
614, 1025
615, 963
616, 1002
617, 942
618, 901
619, 1001
620, 991
621, 984
622, 940
623, 935
624, 989
625, 910
626, 885
627, 952
628, 932
629, 922
630, 979
631, 916
632, 917
633, 883
634, 860
635, 906
636, 891
637, 901
638, 891
639, 942
640, 892
641, 861
642, 872
643, 828
644, 864
645, 917
646, 890
647, 881
648, 920
649, 832
650, 826
651, 867
652, 868
653, 904
654, 868
655, 885
656, 902
657, 903
658, 910
659, 911
660, 932
661, 907
662, 909
663, 903
664, 923
665, 858
666, 905
667, 889
668, 887
669, 884
670, 922
671, 904
672, 918
673, 904
674, 897
675, 942
676, 830
677, 879
678, 858
679, 813
680, 824
681, 801
682, 779
683, 802
684, 791
685, 762
686, 768
687, 759
688, 736
689, 753
690, 734
691, 761
692, 714
693, 767
694, 714
695, 739
696, 708
697, 675
698, 676
699, 686
700, 679
701, 691
702, 647
703, 693
704, 656
705, 675
706, 665
707, 697
708, 713
709, 646
710, 690
711, 664
712, 666
713, 644
714, 734
715, 651
716, 639
717, 648
718, 628
719, 716
720, 597
721, 652
722, 659
723, 603
724, 628
725, 613
726, 648
727, 656
728, 626
729, 639
730, 603
731, 584
732, 596
733, 659
734, 605
735, 580
736, 592
737, 609
738, 547
739, 609
740, 589
741, 549
742, 557
743, 578
744, 574
745, 539
746, 558
747, 532
748, 533
749, 566
